member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel
MBR-009412,Aditya Patel,Male,,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-036,22-05-2022,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-011691,Tanushree Chatterjee,Female,12-11-1986,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Married,BR-007,12-08-2025,Basic,Friend Referral,Afternoon,False,Pre-Wedding Prep,Website
MBR-015329,Kiran Naidu,Male,1991/06/09,Bangalore,Tier1,Karnataka,Govt Employee,Married,BR-033,2022/01/13,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-002408,Sanjay Modi,Male,2004/08/28,Ahmedabad,Tier1,Gujarat,Student,Married,BR-038,21-06-2025,Premium,Instagram Ad,Evening (6-9pm),False,General Fitness,App
MBR-015000,Sameer Patel,Male,14-02-2002,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,2023/09/15,Basic,Justdial,Afternoon,False,General Fitness,App
MBR-017199,Anirban Bhattacharya,Male,03-03-1993,Delhi,Tier1,Delhi,Business Owner,Married,BR-028,05-04-2023,Basic,Instagram Ad,Afternoon,False,General Fitness,In-person
MBR-012352,Ramesh Rao,Male,16-05-1999,Visakhapatnam,Tier2,Andhra Pradesh,Freelancer,Single,BR-024,14-01-2024,Basic,Aggregator App,Late Night,False,Weight Loss,App
MBR-014614,Komal Mehta,Female,16-12-2004,Gurgaon,Tier1,Haryana,Salaried-Non IT,Single,BR-009,25-08-2022,PT-Combo,Friend Referral,Afternoon,True,Sports Training,App
MBR-009059,Amit Anand,Male,1990/02/07,Bhopal,Tier2,Madhya Pradesh,Business Owner,Married,BR-034,2023/02/11,Basic,Justdial,Early Morning (5-7am),False,General Fitness,In-person
MBR-010299,Vijay Venkataraman,Male,1996/12/14,Hyderabad,Tier1,Telangana,Salaried-Non IT,Single,BR-022,2022/01/12,Premium,Instagram Ad,Morning,False,Rehab,App
MBR-008486,Ravi Pillai,Male,08-11-1995,Bengaluru,Tier1,Karnataka,Govt Employee,Single,BR-033,17-05-2023,Basic,Aggregator App,Evening (6-9pm),False,Weight Loss,App
MBR-013842,Harish Pillai,Male,,Mysore,Tier3,Karnataka,Salaried-Non IT,Married,BR-029,18-08-2021,Basic,Justdial,Evening (6-9pm),False,Sports Training,App
MBR-013173,Bhavana Murthy,Female,1988/03/28,Bangalore,Tier1,Karnataka,Business Owner,Married,BR-033,2022/01/12,Premium,Instagram Ad,Evening (6-9pm),True,Muscle Gain,App
MBR-007840,Pooja Bhatt,Female,08-12-2000,Nagpur,Tier2,Maharashtra,Student,Single,BR-001,2021/10/13,Basic,Walk-in,Late Night,False,Muscle Gain,Website
MBR-002128,Mansi Kale,Female,1999/02/21,Nagpur,Tier2,Maharashtra,Govt Employee,Single,BR-021,19-03-2024,Premium,Aggregator App,Late Night,False,Weight Loss,In-person
MBR-004284,Prasad Murthy,Male,20-04-2003,Chennai,Tier1,Tamil Nadu,Salaried-IT,Single,BR-015,16-09-2023,Premium,Walk-in,Evening (6-9pm),True,Muscle Gain,In-person
MBR-007184,Isha Singh,Female,06-11-1997,Jaipur,Tier2,Rajasthan,Freelancer,Single,BR-020,24-12-2021,Basic,Corporate Tie-up,Late Night,False,Weight Loss,In-person
MBR-009574,Anjali Kulkarni,Female,2003/03/12,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,05-04-2022,PT-Combo,Friend Referral,Late Night,True,Weight Loss,App
MBR-004948,Sathish Naidu,Male,2004/01/19,Visakhapatnam,Tier2,Andhra Pradesh,Student,Single,BR-024,11-08-2025,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-003334,Harsh Dhawan,Male,16-11-1995,Jaipur,Tier2,Rajasthan,Salaried-IT,Married,BR-013,22-02-2025,Standard,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App
MBR-012436,Vani Balan,Female,19-12-1997,Hyderabad,Tier1,Telangana,Freelancer,Single,BR-022,2023/04/11,Premium,Instagram Ad,Afternoon,False,General Fitness,Website
MBR-009318,Naveen Chandran,Male,1998/10/27,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Married,BR-019,03-02-2023,Basic,Walk-in,Evening (6-9pm),False,Sports Training,In-person
MBR-000247,Suyash Kher,Male,11-11-1999,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-027,11-10-2022,Premium,Walk-in,Afternoon,False,Weight Loss,Website
MBR-010585,Neha Modi,Female,10-09-2000,Delhi,Tier1,Delhi,Freelancer,Married,BR-028,13-11-2024,Premium,Instagram Ad,Evening (6-9pm),True,General Fitness,Website
MBR-001448,Priya Deshmukh,Female,1971/09/23,Vadodara,Tier2,Gujarat,Salaried-Non IT,Married,BR-003,2025/08/14,Basic,Friend Referral,Evening (6-9pm),False,Sports Training,In-person
MBR-003174,Tarun Grover,Male,2000/05/02,Vadodara,Tier2,Gujarat,Salaried-Non IT,Single,BR-003,2025/09/28,Basic,Friend Referral,Morning,False,Sports Training,App
MBR-014840,Dinesh Reddy,Male,09-03-1995,Mumbai,Tier1,Maharashtra,Business Owner,Single,BR-029,21-01-2025,Premium,Instagram Ad,Morning,False,Weight Loss,App
MBR-011319,Ravi Sethi,Male,,Gurugram,Tier1,Haryana,Student,Married,BR-037,12-10-2024,Basic,Friend Referral,Early Morning (5-7am),False,Muscle Gain,App
MBR-008119,Naveen Varma,Male,1974/11/17,Nagpur,Tier2,Maharashtra,Business Owner,Married,BR-021,2021/12/08,PT-Combo,Friend Referral,Early Morning (5-7am),True,Muscle Gain,In-person
MBR-004536,Amit Sarkar,Male,18-04-1987,Bengaluru,Tier1,Karnataka,Homemaker,Married,BR-033,03-08-2024,Premium,Corporate Tie-up,Afternoon,False,General Fitness,App
MBR-015926,Ashok Mukherjee,Male,1998/08/10,Ahmedabad,Tier1,Gujarat,Govt Employee,Single,BR-038,02-09-2022,Basic,Justdial,Morning,False,Weight Loss,In-person
MBR-010032,Kavya Venkataraman,Female,26-05-1997,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2025/03/22,Premium,Walk-in,Evening (6-9pm),True,Muscle Gain,App
MBR-009951,Tarun Dhawan,Male,10-12-1997,Lucknow,Tier2,Uttar Pradesh,Salaried-IT,Married,BR-040,19-04-2025,Premium,Instagram Ad,Early Morning (5-7am),True,Weight Loss,App
MBR-017122,Radhika Aggarwal,Female,2005/01/18,Bhopal,Tier2,Madhya Pradesh,Student,Single,BR-034,2025/05/27,Standard,Walk-in,Morning,False,Rehab,App
MBR-001014,Rajesh Ghosh,Male,1998/01/11,Kolkata,Tier1,West Bengal,Govt Employee,Married,BR-017,27-04-2025,Premium,Friend Referral,Evening (6-9pm),False,Rehab,In-person
MBR-014981,Lakshmi Rao,Female,1995/02/19,Bangalore,Tier1,Karnataka,Business Owner,Married,BR-033,2022/09/07,Standard,Instagram Ad,Evening (6-9pm),False,Sports Training,App
MBR-016072,Aditya Khanna,Male,2007/11/21,Gurgaon,Tier1,Haryana,Student,Single,BR-009,2023/02/22,Basic,Justdial,Afternoon,False,Weight Loss,App
MBR-014253,Shobha Gowda,Female,16-09-1993,Hyderabad,Tier1,Telangana,Govt Employee,Married,BR-034,26-10-2021,Basic,Walk-in,Late Night,False,General Fitness,Website
MBR-017424,Revathi Pillai,Female,19-02-1990,Bengaluru,Tier1,Karnataka,Govt Employee,Single,BR-033,2022/12/18,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-013190,Jyoti Dhawan,Female,11-12-2006,Indore,Tier2,Madhya Pradesh,Govt Employee,Other,BR-018,17-11-2023,Premium,Corporate Tie-up,Morning,False,Weight Loss,In-person
MBR-014884,Manisha Anand,Female,17-10-2003,Kolkata,Tier1,West Bengal,Student,Married,BR-017,06-05-2024,Standard,Walk-in,Early Morning (5-7am),False,Muscle Gain,App
MBR-009890,Ashish Aggarwal,Male,04-08-1985,Jalandhar,Tier2,Punjab,Freelancer,Married,BR-007,09-10-2024,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-015660,Ashish Bhatia,Male,2001/09/25,Gurgaon,Tier1,Haryana,Student,Single,BR-009,15-01-2021,Basic,Instagram Ad,Afternoon,False,Weight Loss,Website
MBR-011440,Rohit Desai,Male,15-03-1976,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-036,2025/08/26,Standard,Corporate Tie-up,Evening (6-9pm),True,Weight Loss,App
MBR-003010,Venkatesh Subramaniam,Male,13-09-1998,Bangalore,Tier1,Karnataka,Freelancer,Single,BR-033,03-11-2024,Premium,Corporate Tie-up,Morning,False,Sports Training,Website
MBR-001300,Amit Gupta,Male,1999/06/06,Bhopal,Tier2,Madhya Pradesh,Freelancer,Single,BR-034,2022/06/14,Standard,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App
MBR-003486,Nisha Shah,Female,14-10-1991,Nagpur,Tier2,Maharashtra,Freelancer,Single,BR-007,15-01-2023,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-012389,Chirag Mehta,Male,20-04-1994,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Married,BR-025,06-11-2021,Basic,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-003830,Balaji Shetty,Male,04-01-2001,Chennai,Tier1,Tamil Nadu,Govt Employee,Single,BR-010,01-03-2025,Basic,Aggregator App,Evening (6-9pm),False,Pre-Wedding Prep,App
MBR-008949,Rana Bhattacharya,Male,1997/06/23,Nashik,Tier3,Maharashtra,Homemaker,Single,BR-012,10-04-2024,Basic,Justdial,Early Morning (5-7am),False,General Fitness,App
MBR-000038,Aravind Menon,Male,24-07-2000,Ahmedabad,Tier1,Gujarat,Freelancer,Single,BR-038,02-04-2023,Premium,Friend Referral,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-008186,Deepa Balan,Female,1993/02/07,Hyderabad,Tier1,Telangana,Govt Employee,Single,BR-011,2025/01/02,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,Website
MBR-013159,Dinesh Shetty,Male,18-04-1988,Mysore,Tier3,Karnataka,Homemaker,Single,BR-029,21-06-2022,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,App
MBR-011834,Mahesh Reddy,Male,1997/10/22,Bangalore,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,2024/10/17,Standard,Instagram Ad,Late Night,False,Muscle Gain,Website
MBR-016428,Abhijit Bhatt,Male,16-09-1978, Nagpur,Tier2,Maharashtra,Salaried-IT,Married,BR-021,2024/10/12,Standard,Instagram Ad,Afternoon,False,General Fitness,App
MBR-004908,Vikram Sethi,Male,06-12-2001,Lucknow ,Tier2,Uttar Pradesh,Freelancer,Single,BR-030,23-01-2025,Standard,Corporate Tie-up,Early Morning (5-7am),False,Weight Loss,Website
MBR-008682,Mihir Mehta,Male,,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-036,01-01-2022,Standard,Corporate Tie-up,Afternoon,False,Weight Loss,App
MBR-015622,Arjun Venkataraman,Male,24-03-1977,Bangalore,Tier1,Karnataka,Homemaker,Married,BR-033,24-06-2025,Premium,Corporate Tie-up,Evening (6-9pm),True,General Fitness,Website
MBR-006651,Revathi Reddy,Female,21-10-1992,Visakhapatnam,Tier1,Andhra Pradesh,Salaried-IT,Married,BR-024,28-03-2024,Standard,Walk-in,Morning,False,Muscle Gain,Website
MBR-010019,Pooja Iyengar,Female,16-11-2001,Bengaluru,Tier1,Karnataka,Homemaker,Single,BR-033,15-06-2025,Basic,Instagram Ad,Late Night,False,General Fitness,App
MBR-008562,Karan Kapoor,Male,1997/12/24,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,2024/07/12,Standard,Justdial,Evening (6-9pm),False,Muscle Gain,App
MBR-015489,Shreya Kapoor,Female,04-08-1998,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Single,BR-001,2021/11/09,Premium,Friend Referral,Early Morning (5-7am),False,General Fitness,App
MBR-010607,Sunita Tiwari,Female,2008/04/18,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,20-02-2025,Standard,Instagram Ad,Late Night,True,Weight Loss,Website
MBR-008571,Kiran Subramaniam,Male,16-09-1997,Chandigarh,Tier2,Punjab,Govt Employee,Single,BR-008,02-02-2025,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-015114,Rituparna Pal,Female,2000/10/11,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,04-12-2024,Premium,Corporate Tie-up,Early Morning (5-7am),True,Weight Loss,In-person
MBR-012223,Tarun Bansal,Male,2006/02/26,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-035,2023/01/17,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,Website
MBR-009158,Aryan Khanna,Male,23-01-1993,Delhi,Tier1,Delhi,Business Owner,Single,BR-018,06-12-2024,Premium,Justdial,Early Morning (5-7am),False,Rehab,Website
MBR-002974,Debashish Chatterjee,Male,2001/10/03,Pune,Tier1,Maharashtra,Freelancer,Single,BR-027,2024/12/10,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-011933,Ishita Khurana,Other,1979/08/26,Amritsar,Tier3,Punjab,Homemaker,Married,BR-026,2021/01/19,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,Website
MBR-014099,Swathi Menon,Female,28-09-2002,Mumbai,Tier1,Maharashtra,Student,Single,BR-026,23-06-2021,Basic,Corporate Tie-up,Late Night,False,Weight Loss,Website
MBR-009484,Madhumita Roy,Female,01-12-1995,Kolkata,Tier1,West Bengal,Govt Employee,Married,BR-017,14-12-2021,Standard,Instagram Ad,Late Night,False,Muscle Gain,App
MBR-011010,Tejas Deshmukh,Male,1999/07/23,Lucknow,Tier2,Uttar Pradesh,Salaried-IT,Single,BR-004,2025/02/12,Basic,Corporate Tie-up,Morning,False,General Fitness,In-person
MBR-000734,Swathi Venkataraman,Female,2001/07/02,Bangalore,Tier1,Karnataka,Student,Other,BR-033,04-08-2021,Basic,Friend Referral,Early Morning (5-7am),False,Sports Training,App
MBR-008473,Sneha Bhattacharya,Female,1996/01/01,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,08-12-2022,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person
MBR-010597,Sushma  Chandran,Female,01-05-1992,Hyderabad,Tier1,Telangana,Salaried-IT,Single,BR-034,20-01-2021,Standard,Walk-in,Morning,False,Rehab,App
MBR-004411,Abhinav Chopra,Male,1997/04/08,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-026,27-11-2023,Basic,Walk-in,Morning,False,Weight Loss,App
MBR-005461,Praveen Iyer,Male,13-03-1993,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-002,20-12-2024,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,App
MBR-007128,Deepak Balan,Male,06-04-1999,Hyderabad,Tier1,Telangana,Business Owner,Single,BR-034,12-01-2025,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-010358,Nishant Patel,Male,1996/10/22,Surat,Tier2,Gujarat,Business Owner,Married,BR-031,2022/10/27,Standard,Justdial,Evening (6-9pm),False,General Fitness,App
MBR-008577,Nishant Kher,Male,1990/03/13,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Other,BR-036,24-11-2022,Basic,Instagram Ad,Morning,False,Muscle Gain,In-person
MBR-011037,Suresh Bhatia,Male,2000/10/11,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-027,2022/11/28,Basic,Justdial,Evening (6-9pm),False,General Fitness,App
MBR-001185,Debjani Sen,Female,1972/06/02,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-039,03-07-2023,Premium,Walk-in,Late Night,False,Weight Loss,App
MBR-013158,Vaishali Naik,Female,1972/08/16,Pune,Tier1,Maharashtra,Salaried-Non IT,Married,BR-027,23-05-2024,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,App
MBR-012632,Kajal Shah,Female,23-02-2000,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,15-01-2024,PT-Combo,Aggregator App,Afternoon,True,Pre-Wedding Prep,In-person
MBR-000696,Vikram Arora,Male,01-06-2000,Indore,Tier2,Madhya Pradesh,Govt Employee,Married,BR-018,2025/05/21,Standard,Walk-in,Morning,True,Weight Loss,App
MBR-006747, Swathi Murthy,Female,12-03-1973,Visakhapatnam,Tier2,Andhra Pradesh,Homemaker,Single,BR-024,2025/01/13,Standard,Justdial,Early Morning (5-7am),False,Muscle Gain,App
MBR-005512,Jyoti Gupta,Female,04-09-1993,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-038,02-01-2021,Premium,Walk-in,Evening (6-9pm),True,Weight Loss,App
MBR-011418,Bhavna Arora,Female,10-06-1982,Kolkata,Tier1,West Bengal,Business Owner,Married,BR-017,02-05-2024,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-015040,Shreya Gupta,Female,27-05-1987,Nagpur,Tier2,Maharashtra,Freelancer,Married,BR-021,2024/12/12,PT-Combo,Aggregator App,Late Night,False,Muscle Gain,In-person
MBR-017284,Arjun Reddy,Male,07-06-2000,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,03-09-2023,Standard,Walk-in,Early Morning (5-7am),False,Sports Training,Website
MBR-007906,Siddharth Khanna,Male,25-08-1968,Delhi,Tier1,Delhi,Homemaker,Married,BR-005,2022/01/02,Standard,Walk-in,Early Morning (5-7am),False,Muscle Gain,App
MBR-008106,Aryan Gupta,Male,1999/05/13,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-028,2024/02/28,Basic,Walk-in,Morning,False,Weight Loss,In-person
MBR-016769,Vijay Nair,Male,04-03-2003,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,19-10-2024,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App
MBR-001926,Naveen Achary,Male,13-12-1994,Hyderabad,Tier1,Telangana,Freelancer,Married,BR-022,23-10-2023,Premium,Friend Referral,Late Night,True,General Fitness,App
MBR-001902,Kunal Grover,Male,09-01-1994,Mumbai,Tier1,Maharashtra,Homemaker,Single,BR-016,2022/01/28,Basic,Aggregator App,Early Morning (5-7am),False,Weight Loss,In-person
MBR-017186,Sohini Mukherjee,Female,27-07-2008,Gurugram,Tier1,Haryana,Student,Single,BR-037,2025/03/01,Standard,Friend Referral,Late Night,False,Weight Loss,In-person
MBR-008261,Prasenjit Chatterjee,Male,1996/02/10,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,2022/05/17,PT-Combo,Instagram Ad,Afternoon,True,Muscle Gain,App
MBR-013949,Nikita Trivedi,Female,08-11-1998,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Married,BR-038,21-02-2024,Standard,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,Website
MBR-014294,Aditya Gaikwad,Male,19-03-1990,Bangalore,Tier1,Karnataka,Business Owner,Single,BR-033,01-11-2024,Standard,Walk-in,Evening (6-9pm),False,Sports Training,Website
MBR-005944,Deepak Bansal,Male,23-07-2003,Jalandhar,Tier2,Punjab,Salaried-IT,Single,BR-007,26-06-2025,Basic,Instagram Ad,Morning,False,Sports Training,In-person
MBR-012176,Yash Malhotra,Male,16-04-1995,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-018,2023/06/14,Premium,Instagram Ad,Morning,False,Rehab,Website
MBR-000389,Sanjay Gaikwad,Male,03-12-2005,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,2023/11/12,PT-Combo,Friend Referral,Early Morning (5-7am),True,Weight Loss,In-person
MBR-014311,Radhika Aggarwal,Female,09-03-1989,Chandigarh,Tier2,Punjab,Govt Employee,Married,BR-008,04-01-2025,PT-Combo,Friend Referral,Evening (6-9pm),True,Muscle Gain,App
MBR-002787,Komal Rathi,Female,04-02-2000,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Single,BR-002,28-01-2022,Basic,Instagram Ad,Early Morning (5-7am),False,Weight Loss,Website
MBR-013192,Rekha Aggarwal,Female,24-11-2005,Chandigarh ,Tier2,Punjab,Salaried-IT,Single,BR-008,18-05-2023,Premium,Friend Referral,Morning,False,Muscle Gain,In-person
MBR-002200,Karan Dhawan,Male,03-01-2004,Delhi,Tier1,Delhi,Student,Single,BR-018,11-06-2023,PT-Combo,Instagram Ad,Evening (6-9pm),True,Weight Loss,In-person
MBR-001910,Gaurav Verma,Male,2003/01/22,Delhi,Tier1,Delhi,Salaried-IT,Married,BR-005,2025/02/07,Premium,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person
MBR-015581,Abhijit Deshmukh,Male,1997/07/20,Pune,Tier1,Maharashtra,Student,Single,BR-038,09-10-2024,Standard,Corporate Tie-up,Early Morning (5-7am),False,Rehab,In-person
MBR-002655,Parth Gaikwad,Male,16-10-2008,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,2024/02/20,Standard,Justdial,Early Morning (5-7am),False,Rehab,App
MBR-004180,Parth Bhatt,Male,22-11-1999,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-038,02-01-2023,Basic,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-007279,Arjun Reddy,Male,1993/12/21,Hyderabad,Tier1,Telangana,Homemaker,Single,BR-011,2025/09/18,Basic,Instagram Ad,Afternoon,False,Muscle Gain,App
MBR-007235,Deepak Naidu,Male,1996/04/10,Chennai,Tier1,Tamil Nadu,Salaried-IT,Single,BR-002,2023/11/19,Basic,Instagram Ad,Morning,False,Rehab,Website
MBR-008869,Deepak Reddy,Male,,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2022/05/09,Basic,Justdial,Evening (6-9pm),False,Weight Loss,App
MBR-008989,Vivek Bhatia,Male,26-09-1995,Gurgaon,Tier1,Haryana,Freelancer,Single,BR-009,26-11-2021,Basic,Instagram Ad,Late Night,False,General Fitness,Website
MBR-011198,Ashish Bhatia,Male,19-08-2006,Chandigarh,Tier2,Punjab,Salaried-IT,Single,BR-008,12-05-2025,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,App
MBR-008564,Karan Khurana,Male,1997/11/13,Kolkata,Tier1,West Bengal,Govt Employee,Other,BR-017,07-05-2021,Basic,Instagram Ad,Early Morning (5-7am),False,General Fitness,App
MBR-004381,Barnali Chatterjee,Female,2008/04/19,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-036,05-09-2025,Premium,Justdial,Morning,True,Rehab,App
MBR-001421,Suyash Bhatt,Male,04-11-1994,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,18-09-2023,Standard,Walk-in,Early Morning (5-7am),False,Rehab,App
MBR-013524,Yash Khurana,Male,1993/09/15,Amritsar,Tier3,Punjab,Business Owner,Married,BR-026,27-11-2023,Basic,Corporate Tie-up,Early Morning (5-7am),False,Weight Loss,App
MBR-013054,Ganesh Shetty,Male,06-01-2004,Hyderabad,Tier1,Telangana,Salaried-Non IT,Single,BR-022,28-01-2024,Basic,Instagram Ad,Afternoon,False,General Fitness,In-person
MBR-006173,Priya Roy,Female,2006/06/10,Delhi,Tier1,Delhi,Student,Other,BR-018,15-11-2022,Standard,Walk-in,Early Morning (5-7am),False,Weight Loss,Website
MBR-005163,Anand Nambiar,Male,1998/08/25,Hyderabad,Tier1,Telangana,Salaried-IT,Single,BR-011,14-12-2022,Standard,Instagram Ad,Late Night,False,General Fitness,App
MBR-014212,Aravind Venkataraman,Male,2000/12/21,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-029,2025/05/27,PT-Combo,Corporate Tie-up,Afternoon,True,Weight Loss,App
MBR-008947,Tejas Deshmukh,Male,1996/08/23,Mumbai,Tier3,Maharashtra,Salaried-Non IT,Single,BR-036,2024/06/24,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,In-person
MBR-003989,Prasenjit Bhattacharya,Male,08-01-1985,Ahmedabad,Tier1,Gujarat,Business Owner,Married,BR-038,2025/01/28,Premium,Friend Referral,Morning,False,Muscle Gain,App
MBR-010232,Komal Save,Female,1996/11/05,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-029,08-09-2021,Basic,Instagram Ad,Afternoon,False,Muscle Gain,Website
MBR-011591,Vidya Naidu,Female,1995/05/12,Chennai,Tier1,Tamil Nadu,Freelancer,Married,BR-002,2024/11/18,Standard,Friend Referral,Late Night,True,Muscle Gain,App
MBR-002411,Snehal Patel,Female,28-08-2006,Pune,Tier1,Maharashtra,Business Owner,Single,BR-035,24-01-2023,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-006375,Tejas Trivedi,Male,04-04-2004,Mumbai,Tier1,Maharashtra,Student,Single,BR-029,05-10-2022,Premium,Instagram Ad,Evening (6-9pm),False,Rehab,Website
MBR-001724,Anirban Chatterjee,Male,2004/06/09,Patna,Tier3,Bihar,Student,Single,BR-023,09-11-2021,Premium,Friend Referral,Morning,False,Muscle Gain,App
MBR-015434,Vaishali Naik,Female,1995/06/20,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-028,2024/06/07,Standard,Instagram Ad,Evening (6-9pm),False,Pre-Wedding Prep,In-person
